uuid,name,type,timestamp,temperature,previous_timestamp,previous_temperature,gap_sec,threshold_temp,expected_interval_sec,status,reason
D5CAAF0615E18000FC8B3004,omron_1,omron,2026-06-16T04:34:23.392000,109.4,2026-06-16T04:04:23.363000,104.3,1800.029,180.0,1800,OK,"prev_temp 104.3 <= threshold 180.0, expected 1800s"
D5CAAF0615E18000FC8B3004,omron_1,omron,2026-06-16T05:34:23.454000,112.9,2026-06-16T04:34:23.392000,109.4,3600.062,180.0,1800,WARNING,"prev_temp 109.4 <= threshold 180.0, expected 1800s"
D5CAAF0615E18000FC8B3004,omron_1,omron,2026-06-16T06:04:23.485000,100.5,2026-06-16T05:34:23.454000,112.9,1800.031,180.0,1800,OK,"prev_temp 112.9 <= threshold 180.0, expected 1800s"
D5CAAF0615E18000FC8B3004,omron_1,omron,2026-06-16T06:34:23.516000,110.4,2026-06-16T06:04:23.485000,100.5,1800.031,180.0,1800,OK,"prev_temp 100.5 <= threshold 180.0, expected 1800s"
D5CAAF0615E18000FC8B3004,omron_1,omron,2026-06-16T08:04:23.607000,113.4,2026-06-16T06:34:23.516000,110.4,5400.091,180.0,1800,DELAY,"prev_temp 110.4 <= threshold 180.0, expected 1800s"
D5CAAF0615E18000FC8B3004,omron_1,omron,2026-06-16T08:34:23.638000,82.59999,2026-06-16T08:04:23.607000,113.4,1800.031,180.0,1800,OK,"prev_temp 113.4 <= threshold 180.0, expected 1800s"
D5CAAF0615E18000FC8B3004,omron_1,omron,2026-06-16T09:04:23.669000,111.3,2026-06-16T08:34:23.638000,82.59999,1800.031,180.0,1800,OK,"prev_temp 82.59999 <= threshold 180.0, expected 1800s"
D5CAAF0615E18000FC8B3004,omron_1,omron,2026-06-16T09:34:23.699000,113.5,2026-06-16T09:04:23.669000,111.3,1800.03,180.0,1800,OK,"prev_temp 111.3 <= threshold 180.0, expected 1800s"
D5CAAF0615E18000FC8B3004,omron_1,omron,2026-06-16T10:34:23.761000,115.0999,2026-06-16T09:34:23.699000,113.5,3600.062,180.0,1800,WARNING,"prev_temp 113.5 <= threshold 180.0, expected 1800s"
D5CAAF0615E18000FC8B3004,omron_1,omron,2026-06-16T11:04:23.792000,115.5,2026-06-16T10:34:23.761000,115.0999,1800.031,180.0,1800,OK,"prev_temp 115.0999 <= threshold 180.0, expected 1800s"
D5CAAF0615E18000FC8B3004,omron_1,omron,2026-06-16T11:34:23.826000,114.9,2026-06-16T11:04:23.792000,115.5,1800.034,180.0,1800,OK,"prev_temp 115.5 <= threshold 180.0, expected 1800s"
